"domain","target_latest","target_class","peer","peer_latest","peer_class","continuity_grade","gate_result","target_product_line","peer_product_line"
"dell.com","2026-01-09","S3","Dave2D","2026-06-16","S3","A","strict_pass","Dell XPS 14 / XPS laptops","Dell XPS 13 / XPS laptops"
